LEAID,lea_name,urbanicity
400930,Roosevelt Preparatory Academy (92704),Non-Urban
400933,Legacy Traditional School - Surprise (92879),Non-Urban
400934,Self Development Academy-Phoenix (92381),Non-Urban
400936,BASIS Charter Schools Inc. (92865),Non-Urban
400937,BASIS Charter Schools Inc. (92863),Non-Urban
400939,Espiritu Schools (92902),Non-Urban
400940,Academy of Mathematics and Science Inc. (92768),Non-Urban
400941,BASIS Charter Schools Inc. (92734),Non-Urban
400942,Ethos Academy - A Challenge Foundation Academy (92379),Non-Urban
400943,BASIS Charter Schools Inc. (92736),Non-Urban
400944,Leman Academy of Excellence Inc. (92730),Non-Urban
400945,Pensar Academy (92972),Non-Urban
400946,ASU Preparatory Academy (346763),Non-Urban
400947,ASU Preparatory Academy - Casa Grande (92987),Non-Urban
400948,Legacy Traditional School - Glendale (850100),Non-Urban
400950,Pathways In Education-Arizona Inc. (92983),Non-Urban
400951,Legacy Traditional School - Peoria (850099),Non-Urban
400952,Kaizen Education Foundation dba Colegio Petite Pho (92989),Non-Urban
400953,The Grande Innovation Academy (92978),Non-Urban
400954,Legacy Traditional School - North Chandler (850101),Non-Urban
400955,Estrella Educational Foundation (92988),Non-Urban
400956,ASU Preparatory Academy (92716),Non-Urban
400958,BASIS Charter Schools Inc. (92997),Non-Urban
400959,Legacy Traditional School - Phoenix (873957),Non-Urban
400960,Avondale Elementary District (4272),Urban
400961,BASIS Charter Schools Inc. (549803),Non-Urban
400962,Legacy Traditional School - East Mesa (834265),Non-Urban
400963,BASIS Charter Schools Inc. (273398),Non-Urban
400964,Synergy Public School Inc. (92981),Non-Urban
400965,ASU Preparatory Academy Digital (522074),Non-Urban
400966,Highland Prep (92982),Non-Urban
400967,BASIS Charter Schools Inc. (934316),Non-Urban
400968,Victory Collegiate Academy Corporation (92985),Non-Urban
400969,Arizona Agribusiness & Equine Center INC. (134379),Non-Urban
400970,AIBT Non-Profit Charter High School Inc. (449790),Non-Urban
400975,Phoenix International Academy (903484),Non-Urban
400976,Think Through Academy (92976),Non-Urban
400977,The French American School of Arizona (395879),Non-Urban
400978,Edison Project (743644),Non-Urban
400980,BASIS Charter Schools Inc. (783027),Non-Urban
400981,Science Technology Engineering and Math Arizona (1000050),Non-Urban
400987,Somerset Academy Arizona Inc. (1000160),Non-Urban
400988,Valor Preparatory Academy LLC (1000291),Non-Urban
400989,ARCHES Academy (92980),Non-Urban
400990,New Learning Ventures Inc. (320470),Non-Urban
400991,Legacy Traditional School - Goodyear (1000283),Non-Urban
400992,Kaleidoscope School (1000164),Non-Urban
400996,Legacy Traditional School - West Surprise (1000560),Non-Urban
400997,Legacy Traditional School - North Phoenix (1000568),Non-Urban
400998,A+ Charter Schools (1000166),Non-Urban
400999,Freedom Preparatory Academy (1000979),Non-Urban
401000,Bagdad Unified District (4468),Urban
401002,Scholars Academy Sunnyslope (1000377),Non-Urban
401003,Morrison Education Group Inc. (1001157),Non-Urban
401004,Candeo Schools Inc. (1001161),Non-Urban
401005,American Charter Schools Foundation dba Ridgeview  (1001346),Non-Urban
401006,Legacy Traditional School - Mesa (1001397),Non-Urban
401007,Legacy Traditional School - Deer Valley (1001398),Non-Urban
401008,Legacy Traditional School - East Tucson (1001399),Non-Urban
401009,Glen Canyon Outdoor Academy (1001519),Non-Urban
401010,Liberty Leadership Academy (1001520),Non-Urban
401011,Madison Highland Prep Phoenix (1001521),Non-Urban
401012,Co-Learn Club Inc. (1001669),Non-Urban
401013,Online School of Arizona (1001719),Non-Urban
401014,Copper State Academy (1001671),Non-Urban
401015,Cochise County Accommodation School District (1001687),Non-Urban
401016,SLAM Arizona Inc. (1001859),Non-Urban
401050,Balsz Elementary District (4268),Urban
401080,Beaver Creek Elementary District (4481),Urban
401160,Bicentennial Union High School District (4515),Urban
401180,Bisbee Unified District (4169),Urban
401260,Bonita Elementary District (4224),Urban
401290,Bouse Elementary District (4513),Urban
401330,Bowie Unified District (4171),Urban
401380,Buckeye Elementary District (4269),Urban
401410,Buckeye Union High School District (4284),Urban
401460,Sierra Vista Unified District (4175),Urban
401500,Bullhead City School District (4378),Urban
401600,Camp Verde Unified District (4470),Urban
401650,Canon Elementary District (4484),Urban
401680,Cartwright Elementary District (4282),Urban
401710,Casa Grande Elementary District (4446),Urban
401740,Casa Grande Union High School District (4453),Urban
401760,Catalina Foothills Unified District (4410),Urban
401810,Cedar Unified District (4395),Urban
401870,Chandler Unified District #80 (4242),Urban
401940,Chinle Unified District (4158),Urban
402130,Cochise Elementary District (4177),Urban
402190,Concho Elementary District (4160),Urban
402220,Congress Elementary District (4479),Urban
402250,Continental Elementary District (4416),Urban
402320,Coolidge Unified District (4442),Urban
402370,Cottonwood-Oak Creek Elementary District (4487),Urban
402400,Crane Elementary District (4501),Urban
402430,Creighton Elementary District (4263),Urban
402460,Crown King Elementary District (4483),Urban
402480,Graham County Special Services (4217),Non-Urban
402490,Double Adobe Elementary District (4179),Urban
402530,Douglas Unified District (4174),Urban
402600,Duncan Unified District (4228),Urban
402690,Dysart Unified District (4243),Urban
402740,Mary C O'Brien Accommodation District (4435),Non-Urban
402760,Elfrida Elementary District (4185),Urban
402790,Eloy Elementary District (4448),Urban
402860,Flagstaff Unified District (4192),Urban
402920,Florence Unified School District (4437),Urban
403010,Flowing Wells Unified District (4405),Urban
403040,Fountain Hills Unified District (4247),Urban
403060,Fowler Elementary District (4273),Urban
403080,Fredonia-Moccasin Unified District (4195),Urban
403150,Fort Huachuca Accommodation District (4167),Urban
403200,Fort Thomas Unified District (4221),Urban
403240,Gadsden Elementary District (4505),Urban
403290,Ganado Unified School District (4157),Urban
403310,Gila Bend Unified District (4238),Urban
403400,Gilbert Unified District (4239),Urban
403420,Glendale Elementary District (4271),Urban
403450,Glendale Union High School District (4285),Urban
403500,Globe Unified District (4208),Urban
403550,Grand Canyon Unified District (4194),Urban
403660,Hackberry School District (4371),Urban
403730,Hayden-Winkelman Unified District (4212),Urban
403780,Higley Unified School District (4248),Urban
403820,Holbrook Unified District (4389),Urban
403860,Maricopa County Regional School District (4234),Non-Urban
403870,Humboldt Unified District (4469),Urban
403900,Hyder Elementary District (4502),Urban
403950,Baboquivari Unified School District #40 (4412),Urban
403960,Isaac Elementary District (4259),Urban
403990,J O Combs Unified School District (4445),Urban
404010,Joseph City Unified District (4388),Urban
404060,Kayenta Unified School District #27 (4396),Urban
404170,Kirkland Elementary District (4480),Urban
404230,Kyrene Elementary District (4267),Urban
404280,Lake Havasu Unified District (4368),Urban
404290,Laveen Elementary District (4276),Urban
404320,Liberty Elementary District (4266),Urban
404380,Litchfield Elementary District (4281),Urban
404410,Littlefield Unified District (4374),Urban
404440,Littleton Elementary District (4278),Urban
404500,Madison Elementary District (4270),Urban
404530,Maine Consolidated School District (4199),Urban
404570,Mammoth-San Manuel Unified District (4439),Urban
404630,Marana Unified District (4404),Urban
404720,Maricopa Unified School District (4441),Urban
404770,Altar Valley Elementary District (4418),Urban
404820,Mayer Unified School District (4473),Urban
404860,Mcnary Elementary District (4163),Urban
404920,McNeal Elementary District (4181),Urban
404970,Mesa Unified District (4235),Urban
405030,Miami Unified District (4211),Urban
405070,Mingus Union High School District (4488),Urban
405100,Mobile Elementary District (4253),Urban
405190,Mohave Valley Elementary District (4379),Urban
405220,Mohawk Valley Elementary District (4503),Urban
405320,Morenci Unified District (4230),Urban
405340,Morristown Elementary District (4251),Urban
405360,Pima County Accommodation School District (4401),Non-Urban
405400,Murphy Elementary District (4265),Urban
405430,Naco Elementary District (4176),Urban
405460,Nadaburg Unified School District (4252),Urban
405500,Navajo County Accommodation District #99 (4386),Non-Urban
405530,Nogales Unified District (4457),Urban
405640,Oracle Elementary District (4444),Urban
405670,Osborn Elementary District (4262),Urban
405730,Owens School District No.6 (4373),Urban
405760,Tonto Basin Elementary District (4215),Urban
405820,Page Unified School District #8  (4196),Urban
405850,Palo Verde Elementary District (4275),Urban
405880,Palominas Elementary School District 49 (4180),Urban
405930,Paradise Valley Unified District (4241),Urban
405980,Parker Unified School District (4510),Urban
406000,Patagonia Elementary District (4460),Urban
406030,Patagonia Union High School District (4462),Urban
406070,Payson Unified District (4209),Urban
406120,Peach Springs Unified District (4369),Urban
406150,Pearce Elementary District (4186),Urban
406210,Pendergast Elementary District (4283),Urban
406250,Peoria Unified School District (4237),Urban
406300,Phoenix Elementary District (4256),Urban
406330,Phoenix Union High School District (4286),Urban
406360,Picacho Elementary District (4452),Urban
406440,Pima Unified District (4220),Urban
406510,Pine Strawberry Elementary District (4214),Urban
406580,Blue Ridge Unified School District No. 32 (4397),Urban
406630,Pomerene Elementary District (4188),Urban
406730,Prescott Unified District (4466),Urban
406740,Sanders Unified District (4156),Urban
406780,Quartzsite Elementary District (4511),Urban
406810,Queen Creek Unified District (4245),Urban
406850,Ray Unified District (4438),Urban
406870,Red Mesa Unified District (4159),Urban
406900,Red Rock Elementary District (4447),Urban
406960,San Carlos Unified District (4210),Urban
407020,Riverside Elementary District (4257),Urban
407080,Roosevelt Elementary District (4279),Urban
407130,Round Valley Unified District (4155),Urban
407170,Saddle Mountain Unified School District (4254),Urban
407200,Sacaton Elementary District (4449),Urban
407240,Safford Unified District (4218),Urban
407300,Sahuarita Unified District (4411),Urban
407380,San Fernando Elementary District (4414),Urban
407430,San Simon Unified District (4172),Urban
407500,Santa Cruz Elementary District (4459),Urban
407520,Santa Cruz Valley Unified District (4458),Urban
407530,Santa Cruz Valley Union High School District (4454),Urban
407570,Scottsdale Unified District (4240),Urban
407630,Seligman Unified District (4472),Urban
407680,Sentinel Elementary District (4250),Urban
407700,Show Low Unified District  (4393),Urban
407750,Deer Valley Unified District (4246),Urban
407770,Skull Valley Elementary District (4478),Urban
407820,Snowflake Unified District (4391),Urban
407860,Solomon Elementary District (4222),Urban
407890,Somerton Elementary District (4500),Urban
407920,Sonoita Elementary District (4461),Urban
408020,St David Unified District (4173),Urban
408080,St Johns Unified District (4153),Urban
408130,Stanfield Elementary District (4451),Urban
408170,Sunnyside Unified District (4407),Urban
408230,Superior Unified School District (4440),Urban
408280,Tanque Verde Unified District (4408),Urban
408310,Tempe School District (4258),Urban
408340,Tempe Union High School District (4287),Urban
408410,Thatcher Unified District (4219),Urban
408430,Paloma School District (4255),Urban
408460,Hillside Elementary District (4482),Urban
408490,Tolleson Elementary District (4264),Urban
408520,Tolleson Union High School District (4288),Urban
408550,Toltec School District (4450),Urban
408600,Tombstone Unified District (4168),Urban
408640,Topock Elementary District (4376),Urban
408680,Tuba City Unified School District #15 (4197),Urban
408800,Tucson Unified District (4403),Urban
408820,Union Elementary District (4277),Urban
408850,Vail Unified District (4413),Urban
408880,Valentine Elementary District (4380),Urban
408910,Valley Union High School District (4190),Urban
409060,Washington Elementary School District (4260),Urban
409090,Wellton Elementary District (4504),Urban
409120,Wenden Elementary District (4512),Urban
409160,Whiteriver Unified District (4394),Urban
409190,Wickenburg Unified District (4236),Urban
409250,Willcox Unified District (4170),Urban
409310,Williams Unified District (4193),Urban
409390,Wilson Elementary District (4261),Urban
409430,Window Rock Unified District (4154),Urban
409460,Winslow Unified District (4387),Urban
409510,Yarnell Elementary District (4485),Urban
409540,Young Elementary District (4213),Urban
409570,Yucca Elementary District (4377),Urban
409600,Yuma Elementary District (4499),Urban
409630,Yuma Union High School District (4507),Urban
409731,East Valley Institute of Technology (4516),Non-Urban
409733,Sedona-Oak Creek JUSD #9 (4467),Urban
409735,Desert Sage School (1001917),Non-Urban
409736,Legacy Traditional School-San Tan (1001927),Non-Urban
409737,Archway Classical Academy Trivium West (1001937),Non-Urban
409738,Arizona Goodwill Education Services (1001949),Non-Urban
500001,DEWITT SCHOOL DISTRICT,Urban
500006,WARREN SCHOOL DISTRICT,Urban
500009,CORNING SCHOOL DISTRICT,Urban
500012,RIVERSIDE SCHOOL DISTRICT,Urban
500015,SHERIDAN SCHOOL DISTRICT,Urban
500016,MARMADUKE SCHOOL DISTRICT,Urban
500017,PARAGOULD SCHOOL DISTRICT,Urban
500019,BATESVILLE SCHOOL DISTRICT,Urban
500020,MIDLAND SCHOOL DISTRICT,Urban
500021,IZARD CO. CONS. SCHOOL DIST.,Urban
500023,NEWPORT SCHOOL DISTRICT,Urban
500026,PINE BLUFF SCHOOL DISTRICT,Urban
500028,STAR CITY SCHOOL DISTRICT,Urban
500029,GOSNELL SCHOOL DISTRICT,Urban
500030,NEVADA SCHOOL DISTRICT,Urban
500032,BEARDEN SCHOOL DISTRICT,Urban
500035,ARK. SCHOOL FOR THE BLIND,Non-Urban
500036,ARK. SCHOOL FOR THE DEAF,Non-Urban
500041,WESTERN YELL CO. SCHOOL DIST.,Urban
500042,HAMBURG SCHOOL DISTRICT,Urban
500043,MOUNTAIN HOME SCHOOL DISTRICT,Urban
500044,MAGNOLIA SCHOOL DISTRICT,Urban
500045,RIVERCREST SCHOOL DISTRICT #57,Urban
500046,MANILA SCHOOL DISTRICT,Urban
500047,TRUMANN SCHOOL DISTRICT,Urban
500048,EAST POINSETT CO. SCHOOL DIST.,Urban
500049,DEQUEEN SCHOOL DISTRICT,Urban
500051,PALESTINE-WHEATLEY SCH. DIST.,Urban
500055,BENTON COUNTY SCHOOL OF ARTS,Non-Urban
500059,ACADEMICS PLUS CHARTER SCHOOL,Non-Urban
500061,IMBODEN CHARTER SCHOOL DISTRICT,Non-Urban
500062,KIPP DELTA PUBLIC SCHOOLS,Non-Urban
500065,LAFAYETTE COUNTY SCHOOL DISTRICT,Urban
500067,CLEVELAND COUNTY SCHOOL DIST.,Urban
